,text,sentiment
15864,got three grades so far b a a good times to be had sad about the math grade though,1
15865,thankfully its just a really bad sinus infection theyre just watching out for me since ive traveled recently thanks though,1
15866,ok all bedtime for this bonzo i just got done with my math homework and my brain is done for the day nite nite have a great day,2
15867,norwood house party haaaaaa yaaaaaaay smiles,2
15868,crow morning,1
15869,so no rice or crusty bread with the chili aawww,1
15870,my neighbour is fond of loud nickelback,2
15871,yes my coworkers dont go to bars with me,1
15872,gotta shower then go apply for more jobs hopefully no creepy old men will be working again today shudder,1
15873,safari beta os x is in a crash loop on startup back to non cookie saving firefox,1
15874,lol i wos gona send mine in bt i was too late,0
15875,going to bed in pain fell on my shoulder today good night,1
15876,awe i miss my baby,0
15877,making a life wo bounds tshirt for second life,1
15878,i was going to go to london for a week then had to change my ticket i would have been there right now,1
15879,has finished exams has almost moved out of halls and is leaving london tomorrow,1
15880,m melted maybe square inches of skin ran it under cold water for a min or two and then iced until the ice melted now hurts,0
15881,rejecting all food substances,0
15882,you are disappointing me,0
15883,wave would trend higher that bing,1
15884,have fun at the viper room tomorrow night i know the fam out there will be in attendance to support all of yall,2
15885,i didnt want to tell you but i think its your body odour,0
15886,taking the caltrain to go see the giants its cold and someone smells like pee,0
15887,will certainly do that,1
15888,bored and kinda lonely my parents went up to the lake i didnt have a friend to bring up so i knew i was bored and didnt go,1
15889,got back from helping my sis with stuff for my nieces birthday i saw a pspds lite car charger in toy kingdom sm for only,1
15890,just bought a good chocolate and a magazine later ill play comanche my good saturday,2
15891,just got home from work and tired,0
15892,heading off to schoool going to have a good day i just knoww,2
15893,nobody likes to feel low priority,0
15894,got it welchs grape too please,1
15895,i did thanks laura,2
15896,lol your tweets are always fun to follow never a dull moment with the kulps,2
15897,oh boy this is going to be a loooooong day,0
15898,i hope they come,2
15899,watching the uninvited in my room cant wait to go home but i have to go to the deid first,1
15900,oh that really sucks,0
15901,officially moss doesnt work on vista but unofficially its fine,1
15902,who not here be glad ur sso luckyyyyyyy i hate u r home n r not enduring dis,1
15903,off to get ready for school have an absolute wonderful day,2
15904,nexus he has to have a new suitcase but he is just so bloody indecicive everytime he wants to buy something it takes hours,0
15905,afternoon from office my cubicle has been moved but not the system yippie mine is one of te few surviving good system,2
15906,yea but thats an old pic she looks a lot different nowshe turned into such a beautiful women i miss her a lot,1
15907,no i wont be back until the,1
15908,back from worcester my work week starts on friday at,1
15909,and dont tell burnsy but no comparison between the rocky mountains and mountains in enlgland,1
15910,just signed up on twitter yay,2
15911,is sad that today is her last day in san diego,0
15912,having trouble syncing my iphone to my work exchange email help,0
15913,is about to go in the garden weeding mulching cutting down and anything else that i find to do,1
15914,upset friday night crying,0
15915,i am finally on a roll now time to stop is it weird when you love what you do,1
15916,kat ive begged my mum to lt me get them out the attic but she wont let me waaa and yes was spoilt hehe,0
15917,my copy shipped friday if it shows up today ill tune in,1
15918,ughhh my leg is still cramping from my panic attack outside ulu this morning bloody hurts,0
15919,one of my favorite quotes ever,2
15920,mc string out the dress work that into a track please what do u have coming up im ur biggest fan,2
15921,i want to play,1
15922,lol the sun is hiding hes having a lie in hows you,1
15923,had a fun day at the theatre glad to be back in town for a while,2
15924,unhappy about the news that the planned experimental iter fusion reactor will become much delayed,0
15925,choir banquet was more than i couldve ever dreamed im so happy now after party at laurens,2
15926,if you are new and in need of a few followers say tweet me person with lowest followers will get a shout out u have,1
15927,bummed that f f f broke up,0
15928,i tried replying to your mono lake tweet but dunno what happened just said i know that lake very well,1
15929,its taking forever to upload,0
15930,i love it when justin timberlake hosts snl hilarious,2
15931,starbucks i thought u were trying to b good,1
15932,ftsk l havent listened to them in a while so pissed off my with so called friends cant wait to leave this school,0
15933,britta says she wants to have lunch with you too,1
15934,let me out,1
15935,i wanna go vivid light walk,1
15936,dadgum i think this nations shipping needs have shut down completely still no freight for carriers out there,1
15937,kap but i think its cute do this every night okay,2
15938,i tried both is unstoppable,1
15939,hun are you okay i see alot of your posts your exercising like madnot eating or sleeping,0
15940,ohh i would def give it u but tht was kenyattas cam not mine sry but i want tht pic,0
15941,their is no such thing as transparency only selective opacity,1
15942,today was interesting,2
15943,missing my bffls missing my friday night dates hot dogs for dinner then who knows what the evening holds,0
15944,driving back home because i forgot the piece of cake for era,1
15945,that is true its up to their discretion being nice to them also helps so far i have not been turned down,2
15946,has so much to blog but has no time to,1
15947,thinking my drink is watered down but hey its free,1
15948,so jealoussee if you can get some dallas concert tix out of herits all sold out,0
15949,hey ill be in sa then maybe if we cross highways we can grab lunch,1
15950,goodnight,2
15951,stiller they sure do more than to boot,1
15952,woohoo my broom isnt up to standardsthere is no seatbelt on minewhispers i like the swiffer,1
15953,hï ½rlich,1
15954,home from school today,1
15955,i would never do such a thing the only thing more awesomerer is the minute walk to work,1
15956,aw you could have played the game with me this morning nobody else wanted to play,1
15957,been working on my freakin computer trying to save stuff on a harddrive and it seems i failed miserably,0
15958,so primavera is in barcelona in spain surely ruth lorenzo must be here right btw jarvis has a walking stick,1
15959,have decided i just cant stand s alltop spam any longer,0
15960,just finished emergency by neil strauss another great read neil congrats miss you by the way,1
15961,im glad you threw the tantrum i was going to but i dont know her well enough yet was she apologetic darn her,1
15962,scared waiting for the call,0
15963,thank you for teaching me values and to be a better person each day i love so much youre the best mum in the world,2
15964,me too bb,1
15965,my heads spinning from math started to dream in formulas not good,0
15966,i just woke up my teeth really hurt from my rubber bands,0
15967,surfs up this week starting this afternoon,1
15968,i have had it with job hunting i try all day and nothing works i bet i couldnt even work at the because of my cider belly,0
15969,hahaha that was funnyy,2
15970,right my fellow fluffy flasher i must go to bed sorry i hope everything is working properly and we can chat love u x,1
15971,then google vs twitter mothers day vs mothers day mothers day type mothers day is social media,1
15972,i asked mum bout going out tommorow she laughed in my face lmao,0
15973,needs a job,1
15974,i have been called by my friend the bed it is time to acknowledge the inevitable goodnight all hello sleep,1
15975,last one month due to summer strawberry is not availble in the chennai markets,0
15976,my twitter has been hacked again,0
15977,was being sarcy as usual,0
15978,uhknee,1
15979,you guys look so nice,2
15980,i find mondays are the busiest days i come into work and there are things to do cause the boss works weekends,1
15981,they raised the prices at work which means people are tipping less yay,0
15982,relaxing with my daughter watching friends,2
15983,sleep work tomorrow,1
15984,ive got yr home out the house theyre always here and they bring friends why hope you have a blessed day,2
15985,listening to lily allens last album its quite good,2
15986,but that is the only logical reason why youd get hollered at in the past hour but what is dnw,1
15987,has to be a mac believe me you wont regret it,2
15988,assfuck im sorry roll okay i gave in im such a sucker,0
15989,boooo animal collective is already sold out guess ill be missing that show,0
15990,love your desserts used to live in or but now live in tx so cant visit you,2
15991,nice got any that are indexed that you want to unload i need a few,2
15992,they dont know that i like him cause ive never ask them bout himoh well i guess your right i feel abit better now,1
15993,i wasnt sore yesterday but im definitely feeling those hills now my legs hurt all the way up to my booty its a good hurt,2
15994,safe flight home to you and jade,2
15995,what you thought i did it all for mom of the year award nope tad bit more selfish than that,1
15996,i was going to send you the photo by dm but cant as you not following me,1
15997,lambert fans from outside the us wish they could vote for adam too,1
15998,i like to support my friends its sad that im your only friend though,0
15999,isnt it only like episodes though sad,0
16000,in class sick and hungry,0
16001,i only came across viva la juicy on fri no testers only body lotion in the store but i defo need to get it asap,1
16002,i miss the old ha ha i cant tell that persons name,0
16003,flight to hurghada delayed hours,0
16004,still needs another hours of sleep,1
16005,pissing annoying date stamp on all my pictures wish id remembered to turn it off,0
16006,i cant figure out how to listen to it from the internet,0
16007,sweet make sure to put some in your bag for me,2
16008,miss you,0
16009,big header folio has been up hours no sales yet im really impatient lol,0
16010,tom is not with u hahahahahahhah hes with my bff,1
16011,oh that sucks,0
16012,curses firewallproxy server restrictions it will have to wait until i get home,0
16013,number my next tweet must be something really special,2
16014,to go in their next live chat,1
16015,hahaha is such nonsense,0
16016,after hours of not sleeping it is time for bed alaskaso far so good,2
16017,thank u thank u thank u for everything this weekend u guys are amazing ill see u again at alpine thx for chattin w us,2
16018,life hey i like love icarly it rocks my youtube account,2
16019,is upload video geje di youtube,1
16020,sounds like youre in for a great day enjoy,2
16021,anyone else go train tripping on national train day leave a comment of your adventures on the site,1
16022,bummer my phone gets disconnected on the weekend of my birthday darn,0
16023,on a saturday you know what that means bedtime,1
16024,truong ahhh is hb done or cause we are still hoping for an encore of snsd lol,1
16025,when in doubt go with the instincts,1
16026,my daughters seperation anxiety is intense its killing me i cant leave her sight without her breaking into an anxiety attack,0
16027,smiling these guys are turn up your speakers and smilelife is good,2
16028,naw idk what ur talkin about,1
16029,animating an ad for work one of my favorite things to do so much so that im doing it on a saturday night for fun,2
16030,there you go dear i love her janelle,2
16031,okay i need to find another way then lolz,1
16032,happy meal bob toy,2
16033,haha ya my friend and i are totally having a kick off party for the occasion,2
16034,hugs me not sad really me just messing,0
16035,hehe indeed it is i actually nearly changed my bio to just dont panic but i wanted to keep in the freehugs,1
16036,off to the bank,1
16037,please play in my movie,1
16038,i wish i was home in bed naked,0
16039,resistance was futile needed pretties to knit with,0
16040,would you believe that im done with homework for the rest of my life,1
16041,working on the climb season episode,1
16042,lucky i still want those blue ones,2
16043,trying to do a blend i know i suck at them but theres no harm in trying,0
16044,writersblock im having a bev by myself too sometimes you just have those kind of days and you need to relax,2
16045,starting to get sad,0
16046,girl battles rare breast cancer,2
16047,yep this is about as boonies as it gets if you look at the map in transition gotta find a place and a job,1
16048,has been underpaid just when i really didnt need to be as well,0
16049,j it was in shes the man aswell i love them now i want gossip girl too have decided summer spending lots,2
16050,s this your house the dog is really sweet,2
16051,as predicted i feel lyk gahh i hate bein ill at wrk tweet lata,0
16052,i love that we just get a little peek of your dimple,2
16053,is getting the kids ready for school before deciding the workout du jour,1
16054,aw thank you i suppose its a good thing since it means more tweeting,2
16055,you dont love me anymore,0
16056,okay the man with the hook for a hand is kinda freaking me out right now,0
16057,dont you just love the butteflies in your stomach feeling ano man yun kaya mo yan,2
16058,ok i want to quit my job,1
16059,no churchill downs for me tomorrow,1
16060,warning tweeting while ridding a bike is dangero waaaaaaa crash,0
16061,lol i know what ya mean watching everyone else act a fool is much better the not remembering acting a fool yourself,2
16062,online thats the sad thing about it,0
16063,good morning everyone time for work,1
16064,hey guys its leann i dont know if you remember me but i just wanted to say that im very excited to see you guys go far,2
16065,wow officially i have no life this month lol my friends dont believe me when i say they need to book in advance,1
16066,listening to musicfeeling kind of down,0
16067,if you could get down to easton you could join us,1
16068,my club card and picture and i just cured world hunger and made of gold this thing is awesome too bad you dont have yours,1
16069,nothing yet still lookingbut lets for sure do lunch next week,2
16070,this sars has really got me down,0
16071,wow im tired going to bed good night,1
16072,love the unique accordion thief buffs thank you,2
16073,probably one of the best surprises everyou really are amazing,2
16074,my pic didnt work,1
16075,have to break my no work in weekend rule so much overloaded with work aargh hate it,0
16076,long fun day now for some relaxation some tv with the mom then sleeeep,2
16077,coool thanks a lot,2
16078,carter we cant see the video its private,1
16079,that was so much fun the banana dessert alone is worth the trip to austin well be back soon,2
16080,tech i just woke up a little while ago i did sleep a couple of hours lol im wide awake now,1
16081,exams are so stressful,0
16082,is back home now gonna miss every one,0
16083,total tv quote not sure if u would know it,1
16084,ahhh my satz blend didnt save,1
16085,somewhere in the center,1
16086,is excited for tonights party of ron,2
16087,it just hit me that i am leaving conti boooooooo,1
16088,nice photoshop effects,2
16089,is it in crowntown i think i may just meet you there let me get ready and ill let you know,1
16090,australian hardcoremetalcore scene is amazing right now look up third strike and chelsea smile and bmth in days,2
16091,i hate how ms makes me feel i cant control my legs am in too much pain its driving me crazy anyone else get those moments,0
16092,yay to being smokefree well done,2
16093,yep sleepfail in another hours itll be ddfail,0
16094,aha yeah all else fails just push yeah we are dont know what time were leaving yet though,0
16095,my power went out as well except im in nor cal,1
16096,hope you had a great weekend congratulations,2
16097,yeah im getting ready to go get pizza then nothing to do maybe will want to play xbox,1
16098,raining in calicut,1
16099,dang yall mothers day already goodnight twitter world i start shooting monday,1
16100,have a good time sadly that means im probably gonna have rain,1
16101,red rock for lunch with colin and couldnt come ipa junior freshly made yum yum yum,2
16102,whys your cat in pain,0
16103,then i kill bradies gf and have bradie,0
16104,kills me to see you online and not be able to say hello,1
16105,why am i so tired whyyyyy make it stop merm is not going to be fun tonight,0
16106,claude debussy is my homeboy,1
16107,mothers day drama was awesome,2
16108,really i feel special,2
16109,i had navy blue under my black nailpolish for a while and i think it stained my nails a little,1
16110,thats another sponsor,1
16111,ahh okay makes sense to start the preparations now then,2
16112,have a great day if the rain keeps up i may go swimming instead of dining here,2
16113,listening to some brandynever say never cd,1
16114,old mes dead and gone,0
16115,whaaay first day on my own tomorrow this should go well,2
16116,watching miss cytheria,1
16117,what happened to my early night am about to turn into a pumpkin,1
16118,yeahim bored xd i pic up this photo when i still have my guitartoday my mum steam me it i miss nameless,0
16119,ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink owwwwwwwwwwwww,0
16120,watching the killers on jr they are awesome too late though they just cut the programme mid song twas my favourite too,1
16121,i have trouble updating,0
16122,meet she is the zombie expert i believe,2
16123,somebody calls you and you answer quite slowly a girl with kaleidoscope eyes yeah im normal,1
16124,anyways have a severe headache ryt now i jst love dis cup of tea i made me self its makin the headache go away,1
16125,i hate thunder and lightning,0
16126,speaking to my new tweeples getting acquainted with them if youve never spoke to me do so now,1
16127,maaaaan last night was a funny night sad aswell tho,1
16128,gossip girl pizza on the way thank you to my lil babe,2
16129,i cant believe how many people think it is great that i passed the quiz how blond are you on facebook i am very blond,1
16130,hey is there a way u can make a somatic theme for leopard some themes have installers already that are shapeshifter independent,1
16131,hell know tupac lyrics too,1
16132,i gave up following she seems really nice but clutters the hell out of my feed it got annoying,1
16133,im listening butterfly fly away daddy i lov u mamma i lov ya,2
16134,omg i just slept like in the last i think im dying or something reminds me of catcher,0
16135,wait for the third day,1
16136,geez sorry to hear steph i hope things improve soon i know that aint much sorry,1
16137,wants to go home,1
16138,happy mothers day oh i love my mom hehehe happy moms day,2
16139,waiting for my friend to come over so we can hang out,1
16140,my body isnt itching anymore,2
16141,watching everything is illuminated and,2
16142,sitting on the bed not wanting to go to work,0
16143,had a nice dinner with the hubby and now on our way home min drive out of the city sigh,2
16144,i am glad to break my twitter virginity with you two,2
16145,you just got one more,1
16146,so aparently my out of sight album sampler cd only has the video on it,1
16147,ill believe it when i see it,2
16148,she was performing at the lifeball in vienna this year but unfortunately i didnt get the chance to see her,0
16149,i also concede to my first twitter grammar fail,0
16150,homework borriing,0
16151,is working,1
16152,going crazy super head ach from hell and my the in laws have ben here since this morning ahhhh,0
16153,had a good time at flapataco with and,2
16154,really has anyone got through to the finals yet yeah was it i was stuck in class for most of it loveyoufletch xxxx,1
16155,aww yeah i feel you i know its hard,0
16156,thanks i was gonna make a joke and say they look just like mine,2
16157,my favorite song is im standing here but you dont see me id give it all for that to change i dont know what its called,2
16158,starting class today we start medisoft,1
16159,lol simpsons first day at your new school so lisa have fun and bart dont,2
16160,youre so lucky we have weeks until summer,2
16161,am still waiting on the doc to come and break my water,1
16162,so see you on my birthday visit me haha why wack saturday,2
16163,cases of swine flu,1
16164,going to be buckling down this week so relief for my twitter followers from my inanity enjoy my silence,2
16165,ritz alrighty thnx good night,2
16166,happy mothers day to all the moms out there i happen to have the greatest mom in the world i love my mom shes my best friend,2
16167,im only failing class algebra it that is hard,0
16168,loving your music had a good recommendation from someone who knows his stuff,2
16169,so you have to call the customer care or try to enter any wrong pw and see the result is it invalid user name or password,1
16170,oowweee china club wuz poppin lipstic n pumps were in full effect,2
16171,blackout in the city is never good,0
16172,me tooo wish i could get you here,1
16173,its so dead,0
16174,but then you wont see her hotness much either,1
16175,poor thing come watch tv at my house lol,0
16176,man those people are hard to reach ive been stalking hr,0
16177,good morning twitter community i just got finished eating a delicious stack of pancakes courtesy of my mom and bisquick,2
16178,i feel sad for you elizabeth,0
16179,thanks madam youre lucky coz you had a wonderful dog and sooo cute,2
16180,wheres my bus i want to go home,1
16181,everything,1
16182,that post was for,1
16183,thanks about the ponytail i dreamt last night that i shaved my head i guess its a bigger deal than i thought,2
16184,i had an account at a local comic store that i ran to at one time,1
16185,dï ½a sin sol grrrrrrr ï ½why ï ½whyyy,1
16186,mo williamssssss,1
16187,im soooo loney,0
16188,i cant follow on followfriday lol u guys follow,1
16189,put ad on craigslistquebec tan salad plates with bird drawings can only do area time i still need more got at my tuesday am,1
16190,omg bgt making me cry that wee girl its soo sad,0
16191,yeah unfortuantley sam hanks bowl that he like rolled along the floor got me out grr,0
16192,last day of college today,1
16193,if u do please pray me lord knows i need it,1
16194,happy mothers day to the tweetin mamas nite tweeple,2
16195,the computers and the ethernet at school are so slow,0
16196,boooo on life decisionsbottle of wine be my lucky eight ball tonight,2
16197,ughh feel rubbish,0
16198,aw yes we had it out for weeks got asked to return it in end i wish they had just bought it for me never mind,2
16199,glad you like,2
16200,oh i love oreos u cant get many varieties in the uk,2
16201,its sprinkling outside i hope it doesnt rain during our game,2
16202,good now lets go get this done,2
16203,cleaning cleaning cleaning today then working out i love not working,1
16204,zombies make great huggers bc they dont lower their arms or move to fast ï ½ via,1
16205,is the pantry,1
16206,in less then a min i lost followers,1
16207,thanks amigo,2
16208,playing with on a cool new website hopefully ready very soon,2
16209,im joining twitter lol,2
16210,my moms calling hospice great gpa its only a matter of time only god knows,1
16211,dad no trips to lahore for you me i do live in dc nyc which also big targets bummer no pizza hut chicken tikka pizza for me,0
16212,it does it sometimes it should come back and the car thing sucks i feel all anxious and yucky now,0
16213,oh ive got that one the stp x step one on vhs tried connecting our video to harddrive to copy to dvd but didnt work,1
16214,i do indeed have tonsillitis the only good thing ive been advised to eat lots of ice cream,1
16215,i have a headache,0
16216,i sent one abrams and it was all surrounded with weather,1
16217,gee im totally hatin this like for real i mean like duh ive studied enough and all that i need is refreshing tonite hard,0
16218,i got stung by a bee,0
16219,im here if ur here for me,2
16220,aww thats cute,2
16221,i was sleeping soo good but just woke up like mins ago n got sick not feeling so great i wanna go back to sleep but im wide awake,0
16222,one more thing shattered is an amazing song by oar,2
16223,i have to wait until i get home to watch the new moon trailer clip stupid work internet access restrictions,0
16224,thanks gourmetcook but cold shower wouldnt help,0
16225,been invited to join a group in second life called ballistic autistics cute name,2
16226,aww i lost followers follow me,0
16227,sick at home and so bored i want to get better already so i can enjoy being a college grad,0
16228,it was days yesterday and probably today that i wish i had taken the top off my jeep i need help haha its fricken hot,1
16229,has more followers than me i wanna be as cool as her follow her so that will never happen,1
16230,thanks but the elance course is not mine its,2
16231,dark berry mocha frapp heaven try it everyone here let me pass it to you,2
16232,havent a clue about this twitter,1
16233,im going to miss miss suhana,0
16234,is it normal for a masseusse to fully massage your buttocks i swear she was a quarter inch from a medical exam,1
16235,hehe,2
16236,hey mia totally adore your music when will your cd be out,2
16237,lol i thought we was suppose to guess i tried thololol,1
16238,ew i used to get suicides in high school and mix like sodas together then drink it i think i remember enjoying it too,2
16239,im defying gravity and nobody in alll of oz no wizard that there is or was is ever gonna bring me down,1
16240,hi thx for following i teach some chinese lessons on youtube pls feel free to have a look,2
16241,i wish i had a concept of what time it is right now not adjusting well obvs,1
16242,dinnerbuffalo burger with provolone cheese melted on top with beefsteak tomatoes and spinach divine pic on facebook to come,1
16243,well i am on the right side of thirty,1
16244,how was the ice cream,1
16245,on security audit,1
16246,i feel like i havent talked to you in a really really long time,0
16247,before i get too distracted id like to thank my new followers for taking the trouble to follow me and to my others feelin the love,2
16248,thanks unfortunately the eu had probs with his satellite provider so even though his tv looks great its basically useless,1
16249,really dont mind too much sittin standstill listenin music twttrg but the gas gauge isnt lookin healthy,0
16250,nnouns ikr my parents take the cake tho they dont grocery shop and they go out to eat all the time just them,1
16251,joining twitter,1
16252,yay i can give you a lesson tomorrow at church,2
16253,that is comedy good luck my friend,2
16254,yeah its friday but i have to work at tomorrow oh well going shopping afterwork,1
16255,ohh kayy fasho if u go tonight have fun for me,2
16256,going to second morning of the day just sleeping for hours,1
16257,todays line up more work on os bluetooth app a brief stint with uniservity and if i get time some tutorials busy bank holiday,1
16258,some peoples kids,1
16259,yer i hope the competition doesnt end before i post my video lol but there are some really good singers who entered,2
16260,sometimes all it takes to solve our problems is a fresh morning hope today is beautiful for you,2
16261,i do that all the time,1
16262,dont forget nash how disappointing as a suns fan,0
16263,i bet black planet lol i didnt have a problem with it but she was ugly,1
16264,loggade visst min cache i lï ½rdags,1
16265,unpacking my new toy arrived in the studio right now its called tc finalizer cant wait to check how it sounds,2
16266,poor stuart i was wondering where he was moving day todayi expect a welcome cake or case neighbor hehehe,1
16267,not eating funnel cake at mag fest is what i am doing,1
16268,let me know how it goes im praying ummmph i still cant believe it,2
16269,just figured out why only strong guys are supposed to put heavy things on top shelves ouch,0
16270,i think tania is too cute too nice i love her,2
16271,playing cards with my niece,1
16272,idkk if il get to see it again,1
16273,not so good mood,0
16274,hehe yeah its funny that updating people on the random things you do is so amusing,2
16275,lol and thats why i use my ipod touch,1
16276,if youre flying to nz is a great way to get results in aggregate,2
16277,so im really considering it at the moment same days but even more money harder work though but cant imagine harder than i do now,0
16278,doesnt show how people are more conservative in blackjack,0
16279,this is going to be a great and productive week i can just feel it positive thinking is the key,2
16280,leaving wildwood tomorrow but luke says we will be back soon,1
16281,church is in hours i better hurry up so i can get some sleep,1
16282,looking for a show to turn my brain into mush so it doesnt hurt anymore any good free online ones you know of,2
16283,back at home and phone my grandma i love her and miss her,1
16284,i would notice,1
16285,no offense but your hair is bad today life isnt worth living anymore nothing hurts quite like hair insults cries into pillow,0
16286,placed a bet on a sure thing and lost no more betting for me,0
16287,ferns n petals fnpin should help you accomplish that task,2
16288,tiiiiiiired going to bed drinking leads to making out with boys who you later forget their names dont drink kids goodnight,0
16289,gotta go twitterers my stupid sister wants to go on facebook oging to montreal so i wont be on for a while bye xoxox,0
16290,is anyones visialvoicemail working have done the sync turned off on but still not going help,1
16291,if you like those cookies you are going to love my cookies lars tetens cookies that is you coming to see us on,2
16292,not a very good day at the house,0
16293,happy mothers day to every mommy out there,0
16294,i need to get tickets though idk how that is gonna happen,1
16295,you know youre too old to party like a rockstar whenyou realize no one else claps when they dance its just you,1
16296,winter flu has to twitter about logies to get noticed haha i love rove,2
16297,yay ill do you a heart mk shout in a sec pam,1
16298,hiya how are you doing today,1
16299,murphys law sorry that your computer is not cooperating when you have lots of work my kids are,0
16300,dude letters are the new currency i think were rich,1
16301,says ha ha funny,2
16302,good luck with your breakfast search but here in the us i have to go to bed lol goodnight david,2
16303,if hamilton gets a hockey team i really think the name hamilton should be in the team name if not ill be sad,1
16304,music is always there when noone else understands i agree its very important a single song can change your whole day,2
16305,haha yeah i think its a bit of both,1
16306,its a pleasure will be wary of girlie marshmallows from now on lol you might have saved my life lol,2
16307,thinking about new oh yes btw bankroll stays at so down a bit from yesterday and i wont whine about bad beats,2
16308,happy mothers dayyy,2
16309,twitter is slowing me down today,0
16310,happy star wars day everyone and enjoy the holiday uk,2
16311,rt for entertainment at night bring your favourite there should be a way we can enjoy music together,2
16312,dont know it really hurt my arm guess you have to booze me or just ask or if you dont believe me,0
16313,i am sad tanner wasnt invited to the panthers development camp this year poor other glassers but calla was so good on him,0
16314,i knw maan i was gonna say the same thing we both would become omelettes and others would become chapathis,1
16315,note to self never ever leave the macbook pro on the stupid icurve it fell off,0
16316,cant believe venus lost a real shame smh i think im getting sick had such a week doesnt look like the wknd is gona be better,0
16317,me too i hate my computer so much,0
16318,ur taking tease lessons from the guys no fair lol oh well well wait as patiently as we can,1
16319,still hating the whole twitter replies thing i feel like im missing bits fixreplies,0
16320,coraline was scary yesterday didnt puke luckily ahaa week day till im baby,1
16321,bui yeah right i just accepted my grants and it covered at least of my school fees tritonlink is down so i cant verify,0
16322,ahhhhh now if you go away by is on yay my other fav song of theirs,2
16323,for,1
16324,just left work inventory was way easy and i got to put in my highschool musical cd it was amazing goodnight goodnight everyone,2
16325,jumpstart wotd jape qq are you comppetitive overcompetitive or not competitive at all write your responses here,1
16326,is thinking so much and im at work,1
16327,aww you are the sunshine of my life from bob and larry sing the makes me think of,2
16328,no luck in goin to forum im about the only person on earth not goin out,0
16329,i would love to ride the superman right now,2
16330,damnit all that sucks you were one of the ones i thought id drag back lol,0
16331,welcome,2
16332,fighting with mum on mothers day,0
16333,today was better my panda can eally cheer me up i dont know i am happy like the legit happy,2
16334,no decleration yet but crazy koreans arent playing nice anymore what do u thinks next im thinking war,0
16335,by drove a mazda today and boy that car is fun sadly though i dont find my car that much fun any more,1
16336,i watched a little today didnt know you were sick you did awesome nonetheless hope u feel better,1
16337,aaarrrgh i sooo want to see at msg in august but dammit the decent seats are expensive booooooo recession,0
16338,new star trek movie awesomeness unnecessary brief underwear scene pun intended but besides that just awesomeness startrek,2
16339,ugh my internet was down,0
16340,yeah man been a while since i heard you spittin,1
16341,im at work,1
16342,i want a garden sitting inside when its sunny sucks,0
16343,it was fine i was still up playing infamous sorry to hear how things ended up again,1
16344,good weekend,2
16345,just woke up o mums singing to her new gnr cd replacement i bought because im a good daughter,2
16346,grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad yum poor kim still isnt feeling well,0
16347,haha phew ive never said that before,0
16348,why doesnt twitter extend the number limit a littttttle bit until atleast,1
16349,grrrrri want you to come kiss justice for me,2
16350,on wednesday green day will perform their new single know your enemy at tvtotal,1
16351,just uploaded my new blog a painful story about an year old man who cried because he wanted to die very sad,0
16352,woah is really good the rain earlier was rather nice,2
16353,this website gave me a virus when i opened it more windows kept popping up,0
16354,its like triple what ive got so its a lot to me as well well done,2
16355,i know im totally excited,2
16356,that same smell is wafting thru my grandparents house papaw has the smoker going out backweve got a long wait tho,1
16357,lucky to be where i belong,2
16358,skies but gi is team edward so id watch your back p,1
16359,now im fully awake,1
16360,dang my voice wont came out and my snots is covering all my tissues dangit i hate flu,0
16361,i love that show i would totally go on time bandit deadliestcatch tpglove ocean crab legs suspense,2
16362,oh noes melted ice cream do not want,0
16363,i read for pure escapism dont make me think take me away nonfiction tends not to achieve that for some strange reason,1
16364,probably because its getting chilly here,0
16365,this day is soo stressful geee lunch was a blast tho how are you guys,1
16366,look how choke on this talks to me,1
16367,really really getting excited,2
16368,i fell for austin taura hanafiah even morreee shoott a guy shouldnt look that yumm hahaha,2
16369,just relax like it is or translated to swedish too just got to take a look at my next comment,2
16370,only tao in the summer that is not many,1
16371,lpz yeah text me i wnat to go but my car is broken,0
16372,i want u to know i dont like u hun jp u know we go back,0
16373,subhana allah i got scare told you i started having anxiety,0
16374,mine do it no matter who im on the phone with,1
16375,have you seen wolverine might want to change that pic theres a new sheriff in town,1
16376,at the pub with the dog but seems to have misplaced friend with drinks,1
16377,so ur name is also naina,1
16378,my best friend is in vegas without me,1
16379,welcome since it seems youre interested in cheese i hardly suggest you to follow too,2
16380,i know they r lol i hope she does she said she will,2
16381,inovera hi jakki thanks for the hug right back at ya,2
16382,i am so so sorry to hear that he has parvo good vibes comming your way,1
16383,my computer is being killed by a combo of mirrors edge and really poor thermal gpu one sad game,0
16384,i need some serious cheering up,0
16385,what about me i vote every day for you,0
16386,congratulations on winning the indie award,2
16387,rockett i know and he laughed at the stupid womens rights joke wth glad we have the same humor,2
16388,good morning i certainly did,1
16389,nice to meet you toooo good to know another one of my followers actually speak,2
16390,cant you write a song without your guitar i thought you could look for something to do,1
16391,i just got a wiff of pazik fart,0
16392,i need a huge favor of love anticipate texts from me,2
16393,those splinters look very painfulbut you were being very heroic saving mr pickle,0
16394,well i hate to leave but i must sleep gnight yall and hope to chat later enjoy my lil night owls,2
16395,setting business hours rush jobs will still be considered but not the norm,1
16396,happpy mothers day,2
16397,lost hiatus noooooooooooooooooo d back to school tomorow back in,0
16398,relaxing after a busy week and a tedious saturday,2
16399,going to fold laundry and then hit the sack i have boring saturday evenings,0
